ORF_ID_transcript,ORF_ID_gene
ENST00000508305.5_611_4375,ENSG00000120318.15_611_4375
ENST00000287008.7_272_3859,ENSG00000156453.13_272_3859
ENST00000394536.4_272_3328,ENSG00000156453.13_272_3328
ENST00000500692.6_95_961,ENSG00000113552.15_95_961
ENST00000394466.6_158_2491,ENSG00000113580.14_158_2491
ENST00000274496.9_136_906,ENSG00000145817.16_136_906
ENST00000394450.6_406_819,ENSG00000186314.11_406_819
ENST00000394434.6_168_3695,ENSG00000133706.17_168_3695
ENST00000394409.7_572_1900,ENSG00000156475.18_572_1900
ENST00000398514.7_481_2082,ENSG00000113657.12_481_2082
ENST00000616793.4_542_3001,ENSG00000176049.15_542_3001
ENST00000265272.9_469_2898,ENSG00000176049.15_469_2898
ENST00000296695.9_210_446,ENSG00000164266.10_210_446
ENST00000512049.5_68_3910,ENSG00000169247.11_68_3910
ENST00000261798.9_434_1408,ENSG00000113712.17_434_1408
ENST00000377843.6_589_1599,ENSG00000113712.17_589_1599
ENST00000515435.5_263_1054,ENSG00000113712.17_263_1054
ENST00000515768.5_1_1095,ENSG00000113712.17_1_1095
ENST00000296736.3_776_2338,ENSG00000164296.6_776_2338
ENST00000328668.7_581_2287,ENSG00000183876.8_581_2287
ENST00000353334.10_181_876,ENSG00000019582.14_181_876
ENST00000009530.11_3_890,ENSG00000019582.14_3_890
ENST00000407193.5_274_726,ENSG00000164587.11_274_726
ENST00000519690.1_1995_2144,ENSG00000164587.11_1995_2144
ENST00000199814.8_123_1382,ENSG00000086589.11_123_1382
ENST00000447998.6_117_1496,ENSG00000132912.12_117_1496
ENST00000446090.6_43_1443,ENSG00000132912.12_43_1443
ENST00000523338.5_111_2015,ENSG00000145901.14_111_2015
ENST00000354546.9_229_2247,ENSG00000197043.13_229_2247
ENST00000524142.5_359_562,ENSG00000177556.11_359_562
ENST00000274576.8_429_1640,ENSG00000145888.10_429_1640
ENST00000351797.8_78_1592,ENSG00000055147.18_78_1592
ENST00000326080.9_425_1423,ENSG00000170271.10_425_1423
ENST00000285873.7_77_4600,ENSG00000082516.8_77_4600
ENST00000420343.1_435_1091,ENSG00000155868.7_435_1091
ENST00000257527.8_80_2833,ENSG00000135074.15_80_2833
ENST00000411809.6_215_2080,ENSG00000113282.13_215_2080
ENST00000380654.8_306_1895,ENSG00000164330.16_306_1895
ENST00000424310.6_421_2349,ENSG00000145860.11_421_2349
ENST00000456329.7_36_1715,ENSG00000170234.12_36_1715
ENST00000307063.8_36_2300,ENSG00000170234.12_36_2300
ENST00000257536.11_290_1447,ENSG00000135083.14_290_1447
ENST00000408953.3_509_2290,ENSG00000221886.3_509_2290
ENST00000297151.8_389_2146,ENSG00000164609.9_389_2146
ENST00000327245.9_848_5230,ENSG00000118322.12_848_5230
ENST00000520240.5_389_1810,ENSG00000145864.12_389_1810
ENST00000302764.8_91_561,ENSG00000170584.10_91_561
ENST00000239231.6_318_1427,ENSG00000120137.6_318_1427
ENST00000519560.5_421_4989,ENSG00000184347.14_421_4989
ENST00000296933.10_372_1958,ENSG00000072803.17_372_1958
ENST00000523843.5_148_288,ENSG00000072803.17_148_288
ENST00000176763.9_345_3248,ENSG00000072786.12_345_3248
ENST00000393792.2_539_1108,ENSG00000168246.5_539_1108
ENST00000636523.1_113_1330,ENSG00000174705.12_113_1330
ENST00000311601.5_172_2904,ENSG00000174705.12_172_2904
ENST00000239223.3_250_1344,ENSG00000120129.5_250_1344
ENST00000265087.8_1311_2216,ENSG00000113739.10_1311_2216
ENST00000311086.8_225_779,ENSG00000145919.10_225_779
ENST00000393725.6_302_1159,ENSG00000122203.14_302_1159
ENST00000614830.4_437_970,ENSG00000048162.20_437_970
ENST00000618911.4_389_1084,ENSG00000048162.20_389_1084
ENST00000510608.1_60_485,ENSG00000048162.20_60_485
ENST00000310418.8_207_893,ENSG00000175416.12_207_893
ENST00000303991.4_179_3202,ENSG00000169258.6_179_3202
ENST00000614675.4_471_803,ENSG00000074317.10_471_803
ENST00000377227.8_134_2290,ENSG00000087206.16_134_2290
ENST00000417486.6_91_546,ENSG00000087206.16_91_546
ENST00000478234.5_479_997,ENSG00000169228.13_479_997
ENST00000503473.5_1419_1994,ENSG00000213347.10_1419_1994
ENST00000303127.11_206_1273,ENSG00000169223.14_206_1273
ENST00000253496.3_50_1894,ENSG00000131187.9_50_1894
ENST00000253496.3_1593_2036,ENSG00000131187.9_1593_2036
ENST00000309007.9_221_2167,ENSG00000113758.13_221_2167
ENST00000355841.6_68_1438,ENSG00000196923.13_68_1438
ENST00000355572.6_58_723,ENSG00000196923.13_58_723
ENST00000312943.10_162_1151,ENSG00000146094.13_162_1151
ENST00000357198.8_174_1493,ENSG00000146094.13_174_1493
ENST00000507955.5_525_2390,ENSG00000183258.11_525_2390
ENST00000514747.5_50_2515,ENSG00000146067.15_50_2515
ENST00000506955.5_2865_4208,ENSG00000146067.15_2865_4208
ENST00000274606.7_88_129,ENSG00000145912.8_88_129
ENST00000274606.7_151_609,ENSG00000145912.8_151_609
ENST00000308158.9_236_1585,ENSG00000175309.14_236_1585
ENST00000493197.5_998_1636,ENSG00000175309.14_998_1636
ENST00000316308.8_170_1612,ENSG00000113240.12_170_1612
ENST00000335815.6_199_2013,ENSG00000169131.11_199_2013
ENST00000251582.11_103_3735,ENSG00000087116.14_103_3735
ENST00000274609.5_103_1800,ENSG00000087116.14_103_1800
ENST00000356731.9_1537_2883,ENSG00000169045.17_1537_2883
ENST00000329433.10_36_1451,ENSG00000169045.17_36_1451
ENST00000510411.5_37_1323,ENSG00000169045.17_37_1323
ENST00000513972.5_148_549,ENSG00000169045.17_148_549
ENST00000292591.11_309_509,ENSG00000161013.16_309_509
ENST00000292591.11_787_1995,ENSG00000161013.16_787_1995
ENST00000292586.10_92_1120,ENSG00000161010.14_92_1120
ENST00000519318.5_13_282,ENSG00000161010.14_13_282
ENST00000356834.7_39_3788,ENSG00000197226.12_39_3788
ENST00000521389.5_417_1673,ENSG00000113269.13_417_1673
ENST00000452135.6_300_1571,ENSG00000050748.17_300_1571
ENST00000253778.12_192_2216,ENSG00000131459.12_192_2216
ENST00000446023.6_30_170,ENSG00000131446.16_30_170
ENST00000446023.6_752_2086,ENSG00000131446.16_752_2086
ENST00000502412.1_59_2758,ENSG00000196670.13_59_2758
ENST00000512805.5_410_1360,ENSG00000204628.11_410_1360
ENST00000611618.1_528_1196,ENSG00000183718.5_528_1196
ENST00000419235.6_91_693,ENSG00000112679.14_91_693
ENST00000380874.3_700_2133,ENSG00000054598.6_700_2133
ENST00000380773.8_210_2204,ENSG00000124535.15_210_2204
ENST00000259808.8_332_2311,ENSG00000137275.13_332_2311
ENST00000424847.6_645_1466,ENSG00000137274.12_645_1466
ENST00000380306.8_502_654,ENSG00000180822.11_502_654
ENST00000473000.2_4125_4262,ENSG00000180822.11_4125_4262
ENST00000480058.5_202_3180,ENSG00000112739.16_202_3180
ENST00000397588.7_350_1981,ENSG00000153046.17_350_1981
ENST00000324331.10_337_1689,ENSG00000145982.11_337_1689
ENST00000379938.6_610_5763,ENSG00000124782.19_610_5763
ENST00000334984.10_387_4742,ENSG00000124782.19_387_4742
ENST00000379834.6_529_2211,ENSG00000124784.8_529_2211
ENST00000475351.5_232_495,ENSG00000124784.8_232_495
ENST00000379802.7_342_8954,ENSG00000096696.13_342_8954
ENST00000418664.2_300_7115,ENSG00000096696.13_300_7115
ENST00000342415.5_60_1076,ENSG00000168566.12_60_1076
ENST00000474983.5_578_1516,ENSG00000111846.16_578_1516
ENST00000265012.4_410_1450,ENSG00000111846.16_410_1450
ENST00000379568.3_292_1467,ENSG00000111845.4_292_1467
ENST00000541412.5_386_721,ENSG00000111843.13_386_721
ENST00000379542.9_168_509,ENSG00000137210.13_168_509
ENST00000379530.7_116_355,ENSG00000137210.13_116_355
ENST00000283141.10_936_2732,ENSG00000153157.12_936_2732
ENST00000379388.6_333_8486,ENSG00000095951.16_333_8486
ENST00000379375.5_268_903,ENSG00000078401.6_268_903
ENST00000606117.1_297_1226,ENSG00000124523.15_297_1226
ENST00000451315.6_33_803,ENSG00000225921.6_33_803
ENST00000537663.5_494_1234,ENSG00000180537.12_494_1234
ENST00000379153.3_172_786,ENSG00000112149.9_172_786
ENST00000341776.6_245_3982,ENSG00000008083.13_245_3982
ENST00000356840.7_199_1533,ENSG00000007944.14_199_1533
ENST00000259727.4_115_1149,ENSG00000137198.9_115_1149
ENST00000229922.6_533_1963,ENSG00000112186.11_533_1963
ENST00000259963.3_56_1294,ENSG00000137414.5_56_1294
ENST00000297792.9_178_1947,ENSG00000165097.13_178_1947
ENST00000449850.1_243_1919,ENSG00000165097.13_243_1919
ENST00000259939.3_549_1226,ENSG00000137393.9_549_1226
ENST00000535432.2_137_1138,ENSG00000112242.14_137_1138
ENST00000274695.8_168_1904,ENSG00000145996.11_168_1904
ENST00000244745.3_1144_1287,ENSG00000124766.6_1144_1287
ENST00000244745.3_1768_3189,ENSG00000124766.6_1768_3189
ENST00000378386.7_48_284,ENSG00000124532.14_48_284
ENST00000378386.7_502_1422,ENSG00000124532.14_502_1422
ENST00000348925.2_29_1672,ENSG00000112294.12_29_1672
ENST00000230048.4_236_613,ENSG00000112304.10_236_613
ENST00000230056.7_414_959,ENSG00000112312.9_414_959
ENST00000329474.6_369_4481,ENSG00000079691.17_369_4481
ENST00000377961.2_169_996,ENSG00000079689.13_169_996
ENST00000357085.4_543_1871,ENSG00000112343.10_543_1871
ENST00000461397.5_139_1038,ENSG00000010704.18_139_1038
ENST00000377803.3_73_381,ENSG00000197061.4_73_381
ENST00000314088.6_89_478,ENSG00000180573.9_89_478
ENST00000314088.6_689_823,ENSG00000180573.9_689_823
ENST00000304218.5_38_694,ENSG00000168298.6_38_694
ENST00000289316.2_25_402,ENSG00000158373.8_25_402
ENST00000356530.5_40_417,ENSG00000277224.2_40_417
ENST00000615164.2_94_402,ENSG00000276966.2_94_402
ENST00000303910.4_1_390,ENSG00000277075.2_1_390
ENST00000634733.1_361_768,ENSG00000274750.2_361_768
ENST00000619466.2_1_378,ENSG00000275713.2_1_378
ENST00000377733.3_1_378,ENSG00000278588.1_1_378
ENST00000416795.6_137_1705,ENSG00000124508.16_137_1705
ENST00000312541.9_249_1829,ENSG00000112763.15_249_1829
ENST00000274849.2_32_847,ENSG00000146109.4_32_847
ENST00000615353.1_722_1030,ENSG00000276180.1_722_1030
ENST00000377459.2_1_384,ENSG00000274997.1_1_384
ENST00000369163.3_11_418,ENSG00000278828.1_11_418
ENST00000621112.1_1_378,ENSG00000273703.1_1_378
ENST00000449538.3_118_495,ENSG00000233822.4_118_495
ENST00000613174.1_1_390,ENSG00000276903.1_1_390
ENST00000377325.1_557_2011,ENSG00000197279.3_557_2011
ENST00000340487.4_150_1193,ENSG00000196812.4_150_1193
ENST00000330236.6_185_1918,ENSG00000198315.10_185_1918
ENST00000425468.6_166_1500,ENSG00000137185.11_166_1500
ENST00000252207.9_149_1330,ENSG00000137185.11_149_1330
ENST00000527436.5_102_884,ENSG00000137185.11_102_884
ENST00000316606.10_223_1254,ENSG00000197062.11_223_1254
ENST00000623276.3_128_1561,ENSG00000197062.11_128_1561
ENST00000259883.3_406_2832,ENSG00000137338.5_406_2832
ENST00000377255.3_298_1911,ENSG00000189298.13_298_1911
ENST00000376828.6_385_1101,ENSG00000204632.11_385_1101
ENST00000396634.5_351_1436,ENSG00000206503.12_351_1436
ENST00000495183.5_607_1392,ENSG00000206503.12_607_1392
ENST00000332435.9_281_649,ENSG00000066379.14_281_649
ENST00000376769.6_207_347,ENSG00000204619.7_207_347
ENST00000376769.6_438_659,ENSG00000204619.7_438_659
ENST00000396551.7_313_1776,ENSG00000204599.14_313_1776
ENST00000623385.3_143_1651,ENSG00000248167.7_143_1651
ENST00000376630.4_66_1139,ENSG00000204592.8_66_1139
ENST00000376560.7_460_1023,ENSG00000204576.11_460_1023
ENST00000326195.12_113_2647,ENSG00000204574.12_113_2647
ENST00000259873.4_200_931,ENSG00000204568.11_200_931
ENST00000330083.5_490_1545,ENSG00000137343.17_490_1545
ENST00000376473.9_160_1104,ENSG00000204564.11_160_1104
ENST00000327892.12_307_1638,ENSG00000196230.12_307_1638
ENST00000324771.12_549_3287,ENSG00000204580.13_549_3287
ENST00000454612.6_452_3079,ENSG00000204580.13_452_3079
ENST00000259895.8_224_1609,ENSG00000213780.10_224_1609
ENST00000541562.5_82_3360,ENSG00000137411.16_82_3360
ENST00000376146.8_117_1190,ENSG00000204498.10_117_1190
ENST00000376059.7_309_587,ENSG00000204472.12_309_587
ENST00000376007.8_950_6673,ENSG00000204469.12_950_6673
ENST00000462617.1_86_301,ENSG00000204469.12_86_301
ENST00000375916.3_497_1060,ENSG00000204444.10_497_1060
ENST00000375885.8_270_914,ENSG00000204435.13_270_914
ENST00000423982.6_242_2152,ENSG00000204410.14_242_2152
ENST00000456570.5_548_3853,ENSG00000244255.5_548_3853
ENST00000477310.1_42_3374,ENSG00000244255.5_42_3374
ENST00000375394.6_117_3851,ENSG00000204351.11_117_3851
ENST00000466132.5_728_1489,ENSG00000204344.14_728_1489
ENST00000479644.1_497_1009,ENSG00000204344.14_497_1009
ENST00000375143.6_118_1023,ENSG00000221988.12_118_1023
ENST00000374825.8_1702_4104,ENSG00000204256.12_1702_4104
ENST00000416804.1_246_704,ENSG00000223865.10_246_704
ENST00000374675.7_118_1524,ENSG00000112473.17_118_1524
ENST00000374662.3_28_810,ENSG00000204228.3_28_810
ENST00000374656.4_209_1426,ENSG00000204227.4_209_1426
ENST00000451237.2_289_1422,ENSG00000235863.3_289_1422
ENST00000374606.9_263_649,ENSG00000204220.11_263_649
ENST00000491382.1_231_572,ENSG00000204220.11_231_572
ENST00000428849.6_451_2469,ENSG00000237649.7_451_2469
ENST00000374516.7_272_1972,ENSG00000112511.17_272_1972
ENST00000629380.2_280_4224,ENSG00000197283.14_280_4224
ENST00000629380.2_7422_8840,ENSG00000197283.14_7422_8840
ENST00000374316.9_1070_9073,ENSG00000096433.10_1070_9073
ENST00000244520.9_139_615,ENSG00000124562.9_139_615
ENST00000374017.3_288_827,ENSG00000124562.9_288_827
ENST00000192788.5_172_4491,ENSG00000065060.16_172_4491
ENST00000360359.4_139_3540,ENSG00000064999.13_139_3540
ENST00000274938.7_1_2979,ENSG00000146197.8_1_2979
ENST00000373953.7_267_1976,ENSG00000065029.14_267_1976
ENST00000316637.6_414_1898,ENSG00000023892.10_414_1898
ENST00000360694.7_43_108,ENSG00000112033.13_43_108
ENST00000360694.7_310_1632,ENSG00000112033.13_310_1632
ENST00000229769.2_633_1793,ENSG00000112039.3_633_1793
ENST00000360215.2_499_1035,ENSG00000197753.8_499_1035
ENST00000229795.7_448_1527,ENSG00000112062.10_448_1527
ENST00000229794.8_389_1468,ENSG00000112062.10_389_1468
ENST00000211287.8_263_1357,ENSG00000156711.16_263_1357
ENST00000357641.10_254_3868,ENSG00000096070.19_254_3868
ENST00000373731.6_392_1648,ENSG00000112078.13_392_1648
ENST00000339436.11_117_488,ENSG00000112081.16_117_488
ENST00000373715.10_117_608,ENSG00000112081.16_117_608
ENST00000405375.5_236_727,ENSG00000124762.13_236_727
ENST00000480824.6_295_1335,ENSG00000198663.16_295_1335
ENST00000373509.5_374_1312,ENSG00000137193.13_374_1312
ENST00000373491.3_147_1661,ENSG00000065491.8_147_1661
ENST00000373479.8_266_1648,ENSG00000112130.16_266_1648
ENST00000494320.5_259_333,ENSG00000112130.16_259_333
ENST00000469731.5_147_1418,ENSG00000112130.16_147_1418
ENST00000373451.8_165_2669,ENSG00000137200.12_165_2669
ENST00000287218.8_448_1128,ENSG00000156639.11_448_1128
ENST00000373391.6_149_763,ENSG00000156639.11_149_763
ENST00000373256.4_92_1432,ENSG00000112164.5_92_1432
ENST00000633794.1_225_3455,ENSG00000146122.16_225_3455
ENST00000244669.2_45_716,ENSG00000124701.5_45_716
ENST00000353205.5_164_1117,ENSG00000001167.14_164_1117
ENST00000373060.5_459_2498,ENSG00000137166.14_459_2498
ENST00000409208.5_312_2315,ENSG00000137166.14_312_2315
ENST00000456057.5_3104_3325,ENSG00000124593.15_3104_3325
ENST00000230340.8_376_1686,ENSG00000112578.9_376_1686
ENST00000372978.7_30_551,ENSG00000137413.15_30_551
ENST00000372977.7_19_948,ENSG00000137413.15_19_948
ENST00000372899.5_445_5523,ENSG00000024048.10_445_5523
ENST00000372901.1_445_5523,ENSG00000024048.10_445_5523
ENST00000614467.4_327_3563,ENSG00000112624.12_327_3563
ENST00000372836.4_381_1205,ENSG00000137161.16_381_1205
ENST00000472118.5_125_1906,ENSG00000112640.14_125_1906
ENST00000326974.8_196_1341,ENSG00000124702.17_196_1341
ENST00000244496.5_11_787,ENSG00000124541.6_11_787
ENST00000394056.6_496_2352,ENSG00000137171.14_496_2352
ENST00000481273.5_128_3304,ENSG00000112655.15_128_3304
ENST00000265354.5_359_1882,ENSG00000112658.7_359_1882
ENST00000252050.8_115_7635,ENSG00000112659.13_115_7635
ENST00000259750.8_237_4046,ENSG00000146216.11_237_4046
ENST00000372530.8_216_4691,ENSG00000124574.14_216_4691
ENST00000443426.2_209_547,ENSG00000124574.14_209_547
ENST00000372444.6_434_2074,ENSG00000137221.14_434_2074
ENST00000372389.7_89_1126,ENSG00000171453.17_89_1126
ENST00000304004.7_22_1047,ENSG00000171453.17_22_1047
ENST00000372236.8_296_2434,ENSG00000170734.11_296_2434
ENST00000372171.4_58_879,ENSG00000124688.13_58_879
ENST00000372163.4_150_881,ENSG00000172426.15_150_881
ENST00000372067.7_1035_1607,ENSG00000112715.21_1035_1607
ENST00000425836.6_541_1185,ENSG00000112715.21_541_1185
ENST00000372064.8_541_981,ENSG00000112715.21_541_981
ENST00000259746.13_331_2679,ENSG00000137216.18_331_2679
ENST00000427851.6_104_1546,ENSG00000112759.16_104_1546
ENST00000371646.9_182_2281,ENSG00000096384.19_182_2281
ENST00000371477.3_300_2705,ENSG00000096401.7_300_2705
ENST00000321037.4_231_1589,ENSG00000001561.6_231_1589
ENST00000611727.1_1_2322,ENSG00000112818.9_1_2322
ENST00000359314.5_457_2373,ENSG00000198087.7_457_2373
ENST00000335783.3_95_898,ENSG00000031691.6_95_898
ENST00000371197.8_114_977,ENSG00000203972.9_114_977
ENST00000529246.3_148_879,ENSG00000197261.11_148_879
ENST00000442253.2_271_1236,ENSG00000170915.8_271_1236
ENST00000371068.10_216_2135,ENSG00000096093.15_216_2135
ENST00000637263.1_98_1753,ENSG00000096093.15_98_1753
ENST00000211314.4_154_450,ENSG00000096092.5_154_450
ENST00000323557.11_332_1642,ENSG00000112146.16_332_1642
ENST00000484812.1_63_440,ENSG00000112146.16_63_440
ENST00000370888.5_278_1849,ENSG00000137269.14_278_1849
ENST00000274897.9_114_1487,ENSG00000146147.14_114_1487
ENST00000306858.7_132_3149,ENSG00000168143.8_132_3149
ENST00000370733.4_208_2568,ENSG00000168116.13_208_2568
ENST00000370706.8_245_3427,ENSG00000112200.16_245_3427
ENST00000370708.8_179_1855,ENSG00000112200.16_179_1855
ENST00000370693.5_577_1005,ENSG00000112208.11_577_1005
ENST00000615550.4_88_1614,ENSG00000146143.17_88_1614
ENST00000370651.5_691_801,ENSG00000112245.10_691_801
ENST00000262043.7_341_6457,ENSG00000118482.11_341_6457
ENST00000418814.6_633_5159,ENSG00000082269.16_633_5159
ENST00000370474.3_25_348,ENSG00000154079.5_25_348
ENST00000316999.9_249_1568,ENSG00000112305.14_249_1568
ENST00000370455.7_249_1649,ENSG00000112305.14_249_1649
ENST00000520567.5_475_4026,ENSG00000079841.18_475_4026
ENST00000498286.5_278_2353,ENSG00000135297.15_278_2353
ENST00000437994.6_432_4715,ENSG00000156535.13_432_4715
ENST00000447266.6_479_3814,ENSG00000112701.17_479_3814
ENST00000369975.5_77_3784,ENSG00000196586.13_77_3784
ENST00000627432.2_76_3906,ENSG00000196586.13_76_3906
ENST00000602452.2_126_1169,ENSG00000269964.2_126_1169
ENST00000369940.6_106_885,ENSG00000146243.13_106_885
ENST00000369838.5_180_500,ENSG00000198478.7_180_500
ENST00000509894.5_878_3397,ENSG00000112742.9_878_3397
ENST00000356489.9_48_1223,ENSG00000083123.14_48_1223
ENST00000535040.4_937_2196,ENSG00000146242.8_937_2196
ENST00000237163.9_261_7688,ENSG00000083097.14_261_7688
ENST00000349129.6_261_7655,ENSG00000083097.14_261_7655
ENST00000369724.4_269_1081,ENSG00000013392.7_269_1081
ENST00000369700.3_244_1416,ENSG00000146250.6_244_1416
ENST00000369689.5_152_535,ENSG00000203877.8_152_535
ENST00000369681.9_243_1703,ENSG00000065615.13_243_1703
ENST00000369646.7_221_841,ENSG00000135318.11_221_841
ENST00000257770.7_221_1771,ENSG00000135318.11_221_1771
ENST00000305344.6_782_1798,ENSG00000168830.7_782_1798
ENST00000369577.7_44_8212,ENSG00000188994.12_44_8212
ENST00000608353.5_333_623,ENSG00000111850.10_333_623
ENST00000507897.5_189_1949,ENSG00000213204.8_189_1949
ENST00000507897.5_2054_2248,ENSG00000213204.8_2054_2248
ENST00000369552.8_85_1038,ENSG00000164414.17_85_1038
ENST00000392844.7_64_2181,ENSG00000135336.14_64_2181
ENST00000336032.3_118_1098,ENSG00000146278.10_118_1098
ENST00000275072.4_96_1403,ENSG00000146281.5_96_1403
ENST00000369408.9_350_2425,ENSG00000135299.16_350_2425
ENST00000237177.10_197_6097,ENSG00000118412.12_197_6097
ENST00000358812.8_204_1520,ENSG00000172469.15_204_1520
ENST00000302103.5_327_1403,ENSG00000172461.10_327_1403
ENST00000369278.4_67_2448,ENSG00000014123.9_67_2448
ENST00000369261.8_397_2223,ENSG00000186231.16_397_2223
ENST00000369138.5_491_3166,ENSG00000164418.19_491_3166
ENST00000345080.4_414_953,ENSG00000187772.7_414_953
ENST00000633556.1_102_6494,ENSG00000112297.14_102_6494
ENST00000369046.8_105_1688,ENSG00000130348.11_105_1688
ENST00000405204.6_604_1317,ENSG00000130349.9_604_1317
ENST00000368977.8_187_1629,ENSG00000135537.16_187_1629
ENST00000392644.8_190_2769,ENSG00000118690.12_190_2769
ENST00000521522.5_114_1319,ENSG00000183137.14_114_1319
ENST00000258052.7_447_1628,ENSG00000135587.8_447_1628
ENST00000230124.7_125_2845,ENSG00000112367.10_125_2845
ENST00000368932.5_213_1838,ENSG00000168438.14_213_1838
ENST00000368885.7_337_1338,ENSG00000123505.15_337_1338
ENST00000329970.7_211_849,ENSG00000155115.6_211_849
ENST00000441448.6_93_1010,ENSG00000197498.12_93_1010
ENST00000368851.9_176_1720,ENSG00000112394.16_176_1720
ENST00000368847.4_354_1907,ENSG00000173214.5_354_1907
ENST00000368656.6_298_537,ENSG00000203778.7_298_537
ENST00000612661.1_385_1380,ENSG00000277443.2_385_1380
ENST00000319550.8_83_1447,ENSG00000178425.13_83_1447
ENST00000452085.7_426_3068,ENSG00000111817.16_426_3068
ENST00000487832.6_73_153,ENSG00000111832.12_73_153
ENST00000487832.6_503_937,ENSG00000111832.12_503_937
ENST00000229554.9_138_2285,ENSG00000111834.12_138_2285
ENST00000332958.2_17_2800,ENSG00000185002.9_17_2800
ENST00000338728.9_121_2265,ENSG00000164465.18_121_2265
ENST00000360388.8_202_1425,ENSG00000196376.10_202_1425
ENST00000229595.5_195_806,ENSG00000111875.7_195_806
ENST00000282561.3_158_1303,ENSG00000152661.7_158_1303
ENST00000392491.6_220_396,ENSG00000135549.14_220_396
ENST00000368444.7_321_716,ENSG00000164434.11_321_716
ENST00000356535.4_37_534,ENSG00000164434.11_37_534
ENST00000368440.4_178_1536,ENSG00000172594.12_178_1536
ENST00000534000.5_297_908,ENSG00000111907.20_297_908
ENST00000368364.3_237_1208,ENSG00000135547.8_237_1208
ENST00000368357.7_353_3178,ENSG00000111912.19_353_3178
ENST00000438495.6_134_790,ENSG00000111912.19_134_790
ENST00000229633.6_198_743,ENSG00000111911.6_198_743
ENST00000334379.10_161_1510,ENSG00000066651.18_161_1510
ENST00000368328.4_101_364,ENSG00000203760.8_101_364
ENST00000368314.5_428_1501,ENSG00000118518.15_428_1501
ENST00000529410.5_480_2819,ENSG00000198945.7_480_2819
ENST00000296978.3_872_2344,ENSG00000164484.11_872_2344
ENST00000541421.2_144_329,ENSG00000256162.2_144_329
ENST00000431975.6_210_1142,ENSG00000118507.15_210_1142
ENST00000342266.4_410_652,ENSG00000118507.15_410_652
ENST00000360971.6_177_2795,ENSG00000197594.11_177_2795
ENST00000484616.2_116_313,ENSG00000112306.7_116_313
ENST00000355286.10_491_2245,ENSG00000112319.17_491_2245
ENST00000237264.8_276_833,ENSG00000028839.9_276_833
ENST00000318471.4_112_1050,ENSG00000112357.12_112_1050
ENST00000331858.4_166_1413,ENSG00000182747.4_166_1413
ENST00000612899.4_413_2740,ENSG00000118503.14_413_2740
ENST00000251691.4_167_6697,ENSG00000112379.8_167_6697
ENST00000607197.5_278_892,ENSG00000051620.10_278_892
ENST00000611852.4_167_988,ENSG00000024862.17_167_988
ENST00000367660.3_201_443,ENSG00000146386.7_201_443
ENST00000367658.2_286_1914,ENSG00000112406.4_286_1914
ENST00000367630.8_59_979,ENSG00000009844.15_59_979
ENST00000230173.10_480_4139,ENSG00000112414.14_480_4139
ENST00000357847.8_81_764,ENSG00000146416.17_81_764
ENST00000494282.6_56_436,ENSG00000146416.17_56_436
ENST00000367591.4_64_1182,ENSG00000034693.14_64_1182
ENST00000367582.7_182_1876,ENSG00000112419.14_182_1876
ENST00000367576.5_135_1559,ENSG00000135521.8_135_1559
ENST00000367545.7_166_10299,ENSG00000152818.18_166_10299
ENST00000492807.6_368_3085,ENSG00000152822.13_368_3085
ENST00000355289.8_236_2959,ENSG00000152822.13_236_2959
ENST00000367495.3_180_854,ENSG00000118508.4_180_854
ENST00000321680.10_1_3453,ENSG00000164506.14_1_3453
ENST00000367474.1_3_521,ENSG00000203727.3_3_521
ENST00000367467.7_476_4216,ENSG00000111961.17_476_4216
ENST00000367456.5_671_2656,ENSG00000055208.18_671_2656
ENST00000367419.9_122_1111,ENSG00000055211.12_122_1111
ENST00000367384.6_286_1143,ENSG00000120265.16_286_1143
ENST00000406551.2_133_450,ENSG00000217733.2_133_450
ENST00000229708.3_44_775,ENSG00000111981.4_44_775
ENST00000358517.6_329_4366,ENSG00000120278.15_329_4366
ENST00000367321.7_275_3208,ENSG00000120254.15_275_3208
ENST00000402676.6_241_5586,ENSG00000131016.16_241_5586
ENST00000354675.10_174_5225,ENSG00000131016.16_174_5225
ENST00000367294.3_260_1582,ENSG00000146476.10_260_1582
ENST00000367178.7_652_4389,ENSG00000213079.9_652_4389
ENST00000461783.7_1274_6376,ENSG00000146426.17_1274_6376
ENST00000636930.1_1_6867,ENSG00000049618.22_1_6867
ENST00000359775.9_962_2353,ENSG00000175048.16_962_2353
ENST00000392185.7_193_1956,ENSG00000130340.15_193_1956
ENST00000355585.8_76_4563,ENSG00000078269.14_76_4563
ENST00000640338.1_9_3872,ENSG00000078269.14_9_3872
ENST00000607778.1_79_291,ENSG00000272047.1_79_291
ENST00000367097.7_1530_6158,ENSG00000130338.12_1530_6158
ENST00000367090.3_300_1847,ENSG00000146433.8_300_1847
ENST00000358372.8_1758_2945,ENSG00000146457.14_1758_2945
ENST00000614346.4_345_854,ENSG00000146457.14_345_854
ENST00000367048.4_1761_2951,ENSG00000120437.8_1761_2951
ENST00000367034.4_123_662,ENSG00000112110.9_123_662
ENST00000356956.5_149_7621,ENSG00000197081.12_149_7621
ENST00000275300.2_153_1820,ENSG00000146477.5_153_1820
ENST00000366920.6_182_4930,ENSG00000085511.19_182_4930
ENST00000366889.6_225_995,ENSG00000112530.11_225_995
ENST00000361758.8_1195_2151,ENSG00000112531.16_1195_2151
